PFT,obs_year,NEE,SWC,VPD,SWin,H,LE
Grass,One,201.35949737785037,0.25977431920581523,5.6967636542759985,177.42991268030252,18.739558143761414,54.30415915821347
Grass,Three,113.26287292987175,0.3172435339302827,4.544216808162165,164.3382339458105,18.044644894115297,48.37069606829338
Grass,Two,-74.28050519672772,0.286690678496381,5.1903183377222515,172.8208779081621,17.39945036847032,51.09163225922374
